0,224,4
0,474,4
0,294,3
0,316,5
0,341,4
0,453,2
0,73,2
0,482,1
0,456,3
0,85,2
0,416,4
0,176,3
0,441,1
0,497,5
0,438,4
0,442,3
0,339,2
0,18,4
0,469,3
0,311,4
0,401,3
0,402,3
0,282,2
0,358,2
0,233,4
0,995,2
0,70,2
0,201,2
0,485,3
0,92,2
0,139,4
0,157,3
0,94,3
0,365,4
0,462,1
0,440,3
0,367,2
0,444,3
0,329,4
0,268,2
0,0,2
0,232,4
0,158,3
0,355,3
0,266,4
0,156,1
0,151,3
0,429,3
0,496,2
0,455,5
0,175,2
0,188,3
0,421,2
0,229,4
0,454,3
0,472,3
0,177,4
0,447,3
0,309,4
0,274,2
0,372,2
0,399,3
0,350,3
0,428,3
0,140,4
0,473,1
0,446,2
0,406,3
0,119,3
0,270,3
0,38,3
1,224,3
1,444,2
1,472,5
1,474,3
1,447,3
1,316,3
1,213,3
1,341,4
1,329,3
1,215,4
1,233,5
1,995,2
1,183,4
1,322,4
1,0,5
1,462,4
1,406,3
1,158,3
1,399,1
1,266,5
1,416,5
1,299,3
1,268,4
1,441,3
1,140,5
1,496,4
1,177,4
1,455,4
1,188,3
1,270,2
1,456,2
1,311,5
1,401,4
1,280,4
1,87,5
2,444,3
2,454,2
2,177,5
2,316,1
2,341,1
2,471,5
2,233,5
2,995,1
2,996,2
2,0,3
2,443,1
2,462,4
2,473,3
2,441,2
2,496,3
2,157,5
2,446,1
2,455,1
2,416,5
2,188,1
2,485,2
2,330,4
2,311,5
2,401,3
2,402,3
3,416,3
3,316,1
3,213,4
3,384,3
3,162,2
3,365,4
4,471,5
4,158,4
4,224,5
4,472,4
4,0,3
4,177,5
4,85,2
4,995,4
4,311,5
4,139,2
5,350,3
5,416,3
5,0,4
5,341,4
6,188,4
6,266,4
6,341,4
6,0,4
6,329,3
7,207,2
7,311,4
7,233,5
7,224,4
7,365,5
7,0,3
8,995,1
8,0,4
9,233,5
9,183,5
9,224,5
9,337,3
9,60,5
9,472,5
9,316,3
9,92,3
9,490,5
9,427,5
9,0,5
9,266,5
9,37,4
9,416,5
9,270,5
9,255,4
9,282,5
9,232,4
9,394,4
9,365,4
9,424,5
9,185,4
9,311,5
9,348,5
9,215,4
9,442,5
9,468,4
10,270,3
10,995,2
10,0,4
11,0,5
11,316,5
11,994,3
11,185,4
12,233,4
12,158,1
12,995,1
12,183,5
12,0,5
12,266,5
12,270,4
12,365,4
12,63,4
12,311,4
12,168,5
12,329,4
12,215,4
12,177,4
13,416,5
13,0,4
14,157,2
14,214,2
14,24,1
14,118,2
14,994,2
14,233,3
14,35,1
14,218,2
14,266,3
14,158,3
14,995,1
14,339,2
14,86,3
14,43,2
14,183,1
14,4,1
14,117,2
14,61,1
14,93,1
14,10,3
14,390,1
14,182,2
14,282,2
14,179,3
14,37,1
14,148,1
14,159,2
14,92,1
14,11,2
14,210,1
14,0,2
14,177,3
14,91,2
14,85,2
14,25,1
14,480,2
14,428,2
14,150,2
14,290,1
14,5,1
14,232,2
14,464,3
14,72,1
14,213,2
14,56,3
14,21,1
14,2,2
14,156,3
14,365,4
14,38,1
14,185,3
14,19,2
14,1,2
14,435,2
14,23,2
14,22,2
14,97,2
14,304,2
14,228,1
14,329,3
14,3,1
14,215,1
14,139,1
14,87,2
14,36,1
14,34,4
15,416,1
15,4,1
15,0,1
16,0,4
17,350,4
17,416,4
17,266,5
17,341,3
17,311,4
18,188,3
18,185,4
18,416,4
18,341,4
18,402,4
18,0,3
18,365,5
18,999,4
19,266,4
19,0,3
20,0,4
20,94,5
20,995,3
20,999,5
21,0,4
22,38,1
22,350,1
22,260,1
22,416,1
22,146,1
22,124,1
22,16,1
22,9,1
22,4,1
22,92,1
22,490,1
22,203,1
22,0,1
23,447,4
23,390,4
23,0,3
24,157,2
24,999,5
24,0,3
25,0,5
26,0,4
27,0,4
28,0,5
29,0,5
30,0,3
30,999,5
31,158,5
31,995,1
31,455,1
31,0,4
31,85,1
31,311,5
31,402,1
31,999,3
31,139,4
32,416,5
32,490,5
32,999,5
32,0,3
33,0,4
34,472,3
34,341,4
34,0,4
34,311,5
34,343,1
34,999,4
35,356,3
35,371,3
35,185,5
35,0,3
35,999,3
35,139,5
36,471,2
36,371,4
36,455,4
36,183,4
36,395,5
36,0,2
36,370,1
36,490,4
36,188,2
36,416,5
36,995,4
36,462,5
36,424,3
36,73,3
36,175,3
36,87,3
37,302,4
37,269,3
37,367,3
37,224,4
37,390,3
37,282,4
37,454,3
37,474,3
37,490,4
37,998,5
37,447,4
37,351,3
37,309,4
37,150,3
37,213,3
37,341,4
37,424,4
37,185,4
37,63,4
37,168,4
37,329,3
37,175,3
37,471,3
37,233,4
37,183,4
37,422,3
37,395,4
37,133,4
37,322,4
37,324,4
37,159,4
37,445,3
37,443,2
37,438,3
37,264,3
37,232,4
37,97,4
37,301,3
37,240,3
37,468,3
37,361,3
37,191,5
37,256,3
37,255,3
37,355,3
37,399,5
37,365,4
37,266,3
37,80,3
37,416,3
37,428,3
37,394,4
37,995,2
37,156,3
37,268,3
37,73,4
37,384,3
37,429,3
37,1,3
37,442,4
37,157,4
37,15,4
37,382,3
37,460,3
37,319,4
37,270,4
37,376,3
37,453,2
37,287,4
37,340,4
37,421,3
37,311,4
37,289,3
37,331,3
38,269,1
38,139,3
38,224,3
38,520,4
38,282,4
38,192,1
38,474,1
38,447,2
38,316,3
38,150,4
38,213,4
38,364,1
38,185,3
38,329,3
38,271,4
38,233,3
38,485,1
38,346,1
38,183,4
38,673,4
38,85,3
38,274,3
38,372,3
38,232,4
38,1,3
38,379,3
38,214,3
38,216,3
38,225,3
38,266,5
38,428,3
38,312,3
38,268,3
38,73,3
38,384,3
38,496,1
38,157,3
38,66,2
38,294,4
38,318,4
38,304,4
38,317,3
38,375,2
38,175,1
38,270,3
38,391,4
38,465,3
38,28,1
38,469,2
38,365,4
38,311,2
38,289,4
38,229,4
38,340,4
39,490,3
39,235,5
39,341,1
39,348,4
39,214,3
39,1,4
39,416,3
39,25,4
39,63,3
39,438,3
39,282,2
39,345,2
39,215,3
39,403,4
39,233,3
39,352,4
39,183,4
39,433,3
39,259,2
39,360,3
39,292,3
39,365,4
39,280,4
39,479,2
39,367,3
39,427,3
39,575,3
39,557,3
39,127,4
39,150,2
39,185,5
39,268,3
39,170,5
39,232,4
39,926,4
39,468,3
39,337,4
39,148,4
39,394,3
39,151,4
39,343,2
39,429,3
39,44,5
39,421,3
39,229,3
39,340,3
39,177,4
39,181,3
39,372,4
39,195,3
39,934,4
39,453,2
40,224,5
40,474,1
40,490,4
40,316,1
40,667,5
40,341,4
40,291,2
40,640,5
40,348,2
40,462,3
40,1,4
40,894,4
40,208,3
40,638,5
40,505,4
40,85,2
40,416,5
40,497,2
40,442,2
40,225,4
40,318,3
40,311,2
40,811,2
40,674,4
40,170,4
40,282,4
40,613,4
40,987,3
40,215,3
40,233,3
40,183,3
40,648,5
40,822,3
40,582,3
40,182,5
40,46,3
40,919,4
40,367,4
40,444,2
40,427,4
40,685,5
40,127,4
40,245,4
40,150,3
40,584,2
40,185,5
40,329,3
40,672,3
40,198,4
40,449,3
40,573,5
40,232,4
40,443,2
40,637,4
40,468,4
40,806,4
40,88,4
40,473,2
40,266,4
40,299,3
40,394,5
40,151,3
40,496,2
40,175,2
40,421,3
40,229,4
40,340,4
40,831,4
40,434,3
40,472,2
40,177,4
40,447,2
40,309,3
